,id,comp-1,comp-2,first_author_female,last_author_female,majority_female_binary,topic,climatejusticescore
0,20,-6.8270116,43.530376,unknown,unknown,unknown,Topic68,0.09079693776686351
1,108,13.140246,20.787085,1.0,0.0,unknown,Topic78,0.27280201599344556
2,157,32.998978,20.011883,0.0,0.0,0.0,Topic91,0.44095332644426843
3,195,20.072718,5.68452,1.0,1.0,1.0,Topic45,0.2943100104344696
4,222,-6.7354164,-18.007849,1.0,1.0,1.0,Topic108,0.04538461213644402
5,278,9.502074,32.403603,0.0,1.0,unknown,Topic84,0.1185016280045795
6,300,-19.666216,-34.238743,0.0,0.0,0.0,Topic6,0.011134503976444183
7,332,-18.033579,-2.089329,1.0,1.0,0.5,Topic54,0.15590623164626413
8,483,26.54426,17.494967,1.0,0.0,0.5,Topic119,0.44573924438490586
9,694,26.6925,10.14392,1.0,0.0,unknown,Topic37,0.260235529008214
10,728,-31.043152,-5.9439383,0.0,0.0,0.0,Topic54,0.0465798174799868
11,745,18.939108,-22.647532,unknown,0.0,unknown,Topic115,0.1037454336402707
12,830,-17.86047,5.7728853,unknown,unknown,unknown,Topic94,0.25796471382767044
13,880,33.62942,-27.550573,0.0,unknown,0.0,Topic103,0.22402877608362015
14,992,1.4984487,12.1333475,0.0,0.0,0.0,Topic88,0.30111023180173574
15,1017,42.987904,-16.763744,unknown,1.0,unknown,Topic83,0.5352999978011724
16,1122,15.064802,-7.835945,0.0,0.0,0.0,Topic107,0.232684939043539
17,1173,37.872524,5.0536914,1.0,unknown,1.0,Topic91,0.366114154865545
18,1262,-20.180485,-31.929853,0.0,0.0,0.0,Topic6,0.06295294700908441
19,1311,2.7489848,-36.933956,0.0,unknown,unknown,Topic114,0.005167773896776363
20,1378,-12.449144,32.18096,1.0,0.0,0.0,Topic68,0.05152540957252211
21,1406,-4.6860127,-53.99159,0.0,1.0,0.5,Topic16,0.01557922012028235
22,1638,-39.289463,14.377071,unknown,0.0,unknown,Topic36,0.1025211574344927
23,1682,27.771667,-5.1688676,0.0,0.0,0.0,Topic12,0.7552350833513082
24,1697,10.686835,35.169243,0.0,0.0,0.0,Topic84,0.06191416280530561
25,1731,2.9715848,22.76421,1.0,0.0,unknown,Topic61,0.052768379422077294
26,1795,-23.642553,-20.388247,0.0,0.0,0.0,Topic111,0.1088594316982365
27,2085,-43.09533,5.550723,1.0,0.0,0.5,Topic94,0.0809815174933863
28,2092,-29.937689,-12.411224,0.0,0.0,0.5,Topic111,0.0437354671168391
29,2382,-6.9754467,29.538092,0.0,1.0,0.0,Topic2,0.2871448581524711
30,2392,13.297225,6.3158355,1.0,0.0,0.0,Topic78,0.19464397713029802
31,2563,-11.020197,-4.341399,1.0,0.0,0.0,Topic71,0.1697184189904494
32,2595,-10.05276,15.026617,0.0,0.0,0.0,Topic80,0.19733163438479692
33,2639,6.0435233,6.6872416,0.0,0.0,0.0,Topic109,0.3449186001715746
34,2641,-27.112366,-32.018223,1.0,1.0,0.5,Topic55,0.01204560573255875
35,2661,4.910075,-40.664337,0.0,unknown,unknown,Topic77,0.1010914449544536
36,2670,-12.418604,-26.77624,1.0,unknown,unknown,Topic87,0.3623110005030847
37,2680,-6.649658,57.103977,0.0,0.0,0.0,Topic3,0.020969072155518704
38,2780,8.1344,7.771441,1.0,unknown,unknown,Topic44,0.23801212274129396
39,2797,-22.390816,17.545372,0.0,0.0,0.0,Topic38,0.0999394860865232
40,2817,23.533302,5.502658,1.0,0.0,0.5,Topic37,0.22989019729056126
41,2839,-3.8089886,53.141365,0.0,0.0,0.0,Topic3,0.0559872557244589
42,2889,16.643139,-37.52192,0.0,unknown,0.0,Topic27,0.14180355363730174
43,3052,-25.601896,-7.8684998,1.0,0.0,1.0,Topic90,0.052167360273746834
44,3095,23.408163,-28.983084,1.0,0.0,0.5,Topic106,0.3319743774149234
45,3216,-6.8311124,56.493027,0.0,0.0,0.0,Topic3,0.0249197157468464
46,3227,-38.67744,-2.8512623,0.0,0.0,0.0,Topic85,0.0329342651833976
47,3240,21.539717,40.843212,1.0,1.0,1.0,Topic10,0.1928024201271435
48,3373,26.61971,-2.5798073,0.0,1.0,0.0,Topic37,0.4881707767683763
49,3623,22.122356,-30.691803,0.0,1.0,0.0,Topic115,0.0493354257274102
50,3628,23.182722,-12.111732,0.0,1.0,unknown,Topic40,0.3294969722287102
51,3684,-21.482594,-52.127415,1.0,0.0,0.0,Topic82,0.0077031859221042345
52,3799,46.856247,9.957002,0.0,0.0,0.0,Topic91,0.6894555702266806
53,3811,-8.352891,13.101177,0.0,0.0,0.0,Topic90,0.052097351886870286
54,3833,-7.8415594,21.33951,1.0,1.0,unknown,Topic9,0.0208065511102277
55,3926,20.130522,-20.434536,0.0,0.0,0.0,Topic5,0.25444205124617003
56,3948,-33.258186,-21.616796,0.0,0.0,0.0,Topic59,0.01840734820371686
57,4177,4.0662827,48.6165,0.0,0.0,0.0,Topic4,0.0603199458349179
58,4201,24.387794,17.098328,1.0,unknown,unknown,Topic119,0.2960610635183323
59,4406,21.57285,-33.12954,0.0,0.0,0.0,Topic106,0.137962414948086
60,4473,21.087496,27.548384,1.0,1.0,1.0,Topic89,0.5015728911290194
61,4535,-31.94898,3.7359922,0.0,0.0,unknown,Topic111,0.01580688482698384
62,4604,-2.6193106,21.338327,1.0,0.0,0.0,Topic101,0.23536593104221987
63,4717,9.424034,33.796463,0.0,unknown,unknown,Topic22,0.03832088169924474
64,4818,-5.2378154,1.6136421,0.0,unknown,unknown,Topic74,0.2601805234376884
65,4929,-0.94740164,21.539705,0.0,1.0,0.0,Topic40,0.1152996275449131
66,5075,-16.451927,-0.51048905,unknown,unknown,unknown,Topic35,0.1083288083804364
67,5154,12.563823,0.42997852,1.0,0.0,0.5,Topic107,0.19555146298052992
68,5165,-35.393253,-21.850311,0.0,unknown,unknown,Topic31,0.0171395244457643
69,5221,-26.918503,-6.1741056,0.0,0.0,0.0,Topic64,0.030345091795427007
70,5249,-6.0561824,0.86390144,1.0,0.0,0.0,Topic119,0.2541179502305214
71,5252,6.0326138,22.741251,0.0,1.0,unknown,Topic42,0.08197371595432501
72,5393,8.4762125,-17.13275,0.0,0.0,0.0,Topic33,0.08680508254620412
73,5563,47.013206,-6.5727873,unknown,0.0,unknown,Topic81,0.27730816620551973
74,5596,-43.705093,4.358506,0.0,0.0,0.0,Topic94,0.0629659410388457
75,5763,-5.613241,22.549498,1.0,1.0,1.0,Topic9,0.123225714537194
76,5789,-17.210438,-30.11736,0.0,1.0,0.0,Topic6,0.0651370924363038
77,6191,-11.322915,38.037945,0.0,1.0,0.0,Topic68,0.0203744438269651
78,6247,41.980087,18.93435,1.0,1.0,1.0,Topic44,0.5002280537003538
79,6407,4.7278147,37.36356,1.0,0.0,0.0,Topic72,0.1042230636893352
80,6432,-33.812916,-10.876905,0.0,0.0,0.0,Topic54,0.09254703524714929
81,6442,17.724787,-8.755778,unknown,unknown,unknown,Topic37,0.1919230950416094
82,6874,-27.206442,38.896496,1.0,1.0,1.0,Topic66,0.025697152975190502
83,6931,27.674221,-17.711575,0.0,1.0,0.0,Topic25,0.26333659511239516
84,7021,38.053234,-17.547297,0.0,0.0,0.0,Topic83,0.5185040151314512
85,7121,-37.165962,-12.363226,1.0,0.0,1.0,Topic31,0.031264517589881094
86,7313,-5.0460424,40.405247,0.0,0.0,0.0,Topic68,0.03225643639159292
87,7430,17.72037,10.607374,0.0,0.0,0.5,Topic50,0.37213829836403334
88,7442,29.381128,17.18796,0.0,0.0,0.0,Topic91,0.5168609015279804
89,7463,-1.9124681,32.81308,0.0,1.0,0.0,Topic35,0.018616244721517697
90,7519,19.737745,18.833233,0.0,0.0,0.0,Topic91,0.35717384099432364
91,7851,43.941036,-7.424474,1.0,0.0,unknown,Topic103,0.27080486281950955
92,7890,5.703486,23.565796,0.0,1.0,1.0,Topic42,0.09630409855100351
93,7896,28.290915,-21.398727,1.0,0.0,1.0,Topic25,0.3868487768798583
94,7936,-9.078804,36.472755,1.0,0.0,1.0,Topic90,0.07211780886340968
95,7944,22.516035,21.056242,0.0,0.0,0.0,Topic119,0.4985123466146222
96,8094,46.064472,-27.306076,0.0,1.0,0.0,Topic81,0.2368526974860477
97,8130,-26.678194,-26.909788,unknown,unknown,unknown,Topic117,0.0958478094427275
98,8308,25.604473,6.9421115,1.0,0.0,0.5,Topic37,0.29288925614118966
99,8366,19.849316,43.187138,0.0,unknown,0.0,Topic85,0.1336912689463124
100,8375,25.760893,-17.414045,0.0,1.0,0.0,Topic25,0.3536219501112602
101,8387,-28.031807,42.27563,0.0,0.0,0.0,Topic66,0.02439924557528424
102,8442,22.453001,18.103313,0.0,0.0,0.0,Topic119,0.41221251648576085
103,8542,-18.292711,-16.109753,1.0,0.0,1.0,Topic41,0.14809245649646133
104,8758,40.204926,-16.367653,0.0,0.0,0.0,Topic83,0.46430991342347167
105,8861,25.49918,18.556728,0.0,1.0,0.5,Topic91,0.3035767020638847
106,8883,-50.012466,-1.6388142,0.0,0.0,0.0,Topic71,0.07806002022787491
107,8888,-42.19157,33.64413,0.0,0.0,0.0,Topic93,0.023021535247235804
108,8920,-7.6286144,36.88526,0.0,0.0,0.0,Topic68,0.04265074565349489
109,8961,23.149479,-11.953592,1.0,1.0,1.0,Topic91,0.2722194688345886
110,8994,51.61687,1.3292587,1.0,1.0,1.0,Topic91,0.4261882652329174
111,9078,41.34852,-4.033622,0.0,0.0,0.0,Topic37,0.21086121347740613
112,9109,-10.793951,14.181775,0.0,0.0,0.0,Topic92,0.2503022231502447
113,9131,30.678871,-22.664604,unknown,unknown,unknown,Topic25,0.5452363775236789
114,9242,-17.008177,29.22696,0.0,0.0,0.0,Topic97,0.0277895221571512
115,9328,22.383581,12.481831,1.0,1.0,unknown,Topic101,0.4291074933923306
116,9371,15.850062,14.300854,0.0,0.0,0.0,Topic50,0.40534517108595913
117,9402,31.871733,17.724657,0.0,1.0,1.0,Topic109,0.34063940459549225
118,9492,19.0059,-3.01156,0.0,0.0,0.0,Topic47,0.3172879673487403
119,9642,3.193418,38.843784,unknown,0.0,unknown,Topic72,0.040740627731620606
120,9709,23.96721,-25.826874,1.0,1.0,1.0,Topic91,0.3362304328006411
121,9720,-16.250835,46.890446,0.0,1.0,0.5,Topic23,0.022520114269739704
122,9971,-14.167872,28.884584,0.0,0.0,0.0,Topic9,0.04717837556514978
123,10001,19.424479,-1.8530939,1.0,1.0,1.0,Topic109,0.2234631261479867
124,10031,28.692854,14.066537,1.0,1.0,0.0,Topic91,0.5231435664289839
125,10041,29.901386,-16.409632,1.0,1.0,1.0,Topic25,0.36566024950096293
126,10052,-14.0743885,-7.8157144,0.0,0.0,0.0,Topic29,0.0213059976962449
127,10375,-31.090704,19.310219,1.0,1.0,unknown,Topic26,0.030756906835162197
128,10378,-21.614588,-4.6055164,0.0,1.0,1.0,Topic90,0.08268571568729538
129,10423,-25.338713,-12.884299,0.0,0.0,0.0,Topic111,0.008678435827274438
130,10735,-10.989661,38.28452,0.0,0.0,unknown,Topic112,0.0808966736855854
131,11017,28.283789,1.6917337,0.0,0.0,0.0,Topic25,0.6184719844507487
132,11047,39.290356,9.148813,0.0,unknown,unknown,Topic85,0.4598342980102772
133,11056,29.848305,-13.65394,0.0,0.0,unknown,Topic89,0.3138823809006394
134,11243,39.01854,1.2575191,0.0,1.0,unknown,Topic13,0.055360428735313605
135,11319,-35.06272,6.0478797,0.0,0.0,0.0,Topic54,0.045727711066302044
136,11595,-22.453842,-33.02527,0.0,0.0,0.0,Topic65,0.1288733737746099
137,11816,-5.7867556,23.96495,1.0,1.0,1.0,Topic9,0.1620210725558667
138,11879,-21.416063,7.616025,0.0,0.0,unknown,Topic112,0.0683950175774338
139,11893,-18.056202,13.081655,0.0,1.0,0.5,Topic24,0.00759248679540297
140,11961,-14.143753,5.9168267,0.0,0.0,0.0,Topic24,0.0543474648872761
141,12097,-31.969044,4.4452987,0.0,0.0,0.0,Topic67,0.004678903308826037
142,12117,-52.38439,13.0262785,0.0,0.0,0.0,Topic15,0.0068430219089099685
143,12174,-11.849939,-10.673751,unknown,unknown,unknown,Topic19,0.17506943700465147
144,12184,-23.21596,-13.951847,0.0,0.0,0.0,Topic111,0.01818900222430583
145,12258,-14.757616,21.868523,0.0,0.0,0.0,Topic99,0.008455020354643393
146,12504,46.10326,-28.082537,0.0,1.0,unknown,Topic85,0.22291626695387592
147,12522,-17.486704,45.84271,0.0,0.0,0.0,Topic23,0.0602533292773713
148,12620,-28.82116,36.389095,0.0,0.0,0.0,Topic29,0.0228928358352169
149,12629,-14.938193,7.1368437,0.0,0.0,0.0,Topic43,0.02110169401486396
150,12670,7.4454327,29.5325,1.0,1.0,1.0,Topic51,0.24875176406435237
151,12792,34.22144,20.317757,unknown,1.0,unknown,Topic91,0.4235155819504131
152,12859,-1.7992142,-5.331655,1.0,1.0,1.0,Topic21,0.4786585953838252
153,12957,33.565914,7.4750314,0.0,0.0,0.0,Topic102,0.15078337608527517
154,12979,13.469526,12.225628,0.0,1.0,0.0,Topic50,0.4845855461940495
155,13015,8.879274,4.641293,1.0,0.0,0.5,Topic107,0.09903619936235834
156,13027,-35.000122,5.4723725,0.0,1.0,unknown,Topic67,0.0026177022941265343
157,13034,34.215446,-0.1545536,0.0,unknown,0.0,Topic56,0.6368982654085071
158,13041,10.809399,-9.076105,0.0,0.0,0.0,Topic48,0.45119704886278744
159,13067,-6.608509,5.133031,1.0,1.0,1.0,Topic21,0.36525850684566
160,13182,37.69964,5.9451656,0.0,0.0,0.0,Topic102,0.28114970382800614
161,13435,-24.78117,-33.469746,1.0,0.0,1.0,Topic55,0.1243063645800489
162,13533,36.190815,-25.698631,0.0,unknown,unknown,Topic34,0.20274368570036758
163,13663,-9.7144375,26.674974,1.0,0.0,0.0,Topic42,0.0834809011820447
164,13716,-44.1179,18.72764,0.0,0.0,unknown,Topic30,0.009968334564870318
165,13762,-3.896508,-0.5913902,0.0,0.0,0.0,Topic6,0.2062523542357284
166,13932,14.108172,20.065228,0.0,0.0,0.0,Topic78,0.2709234822943443
167,13970,34.03479,-33.52827,0.0,0.0,0.0,Topic34,0.2437194793108288
168,14007,-34.008636,38.81122,1.0,0.0,unknown,Topic7,0.0440566003212088
169,14086,25.71442,12.511373,0.0,0.0,0.0,Topic37,0.34268323334333817
170,14195,-6.1598973,-41.558567,unknown,0.0,unknown,Topic11,0.007463480633143087
171,14314,51.372528,-2.4009695,1.0,1.0,1.0,Topic81,0.6150156145470891
172,14392,22.72292,40.063046,0.0,0.0,0.0,Topic10,0.23831079838759386
173,14474,41.413654,-17.973927,0.0,0.0,0.0,Topic83,0.3724926380397696
174,14545,-19.435158,5.9655113,0.0,0.0,0.0,Topic112,0.34895367186842713
175,14580,-25.403244,26.842659,0.0,0.0,0.0,Topic96,0.005598841121217422
176,14628,-24.989037,10.027054,1.0,0.0,unknown,Topic11,0.008780387530083467
177,14677,29.212208,16.460796,1.0,0.0,0.5,Topic91,0.5683518337245415
178,14711,4.6475315,38.919456,1.0,0.0,0.0,Topic72,0.1170311116296395
179,14720,22.33101,20.423635,0.0,0.0,0.0,Topic119,0.287664725588257
180,14744,-18.3057,-46.846596,0.0,unknown,unknown,Topic82,0.11152806213623409
181,14796,17.425613,-16.084724,0.0,0.0,0.0,Topic5,0.31277251446823534
182,14832,1.834459,19.813951,0.0,1.0,0.0,Topic85,0.1149354271167939
183,14881,-10.770319,-21.207308,0.0,0.0,0.0,Topic44,0.4837957521813294
184,14888,10.505346,-11.819748,0.0,0.0,0.0,Topic48,0.19727451845898542
185,14943,51.392246,1.8096898,0.0,0.0,0.0,Topic91,0.5314738556564828
186,15043,-23.591488,36.241932,1.0,0.0,1.0,Topic66,0.04293915784323221
187,15196,27.512806,11.102099,1.0,0.0,0.5,Topic37,0.3094321266596322
188,15242,-15.869041,28.779871,unknown,0.0,unknown,Topic97,0.012257338616667854
189,15263,42.266533,-32.93443,0.0,1.0,unknown,Topic34,0.11431367451468018
190,15289,-9.091392,7.1401873,0.0,0.0,0.0,Topic85,0.1507563985101718
191,15292,21.66723,17.712547,0.0,0.0,0.0,Topic18,0.39000630665585456
192,15318,-24.561491,-12.71669,0.0,0.0,0.0,Topic111,0.0631387484676024
193,15393,12.954074,-26.174206,0.0,1.0,0.5,Topic112,0.19411567261362023
194,15450,4.381126,37.24491,1.0,0.0,1.0,Topic72,0.0476494307889018
195,15522,-21.253973,6.5986896,1.0,0.0,unknown,Topic112,0.1658181292223835
196,15543,-53.14023,-8.914375,0.0,0.0,0.0,Topic116,0.11579262294802369
197,15612,-6.341372,-47.932877,0.0,0.0,0.0,Topic16,0.014594339858006403
198,15632,18.444185,18.918337,0.0,unknown,0.0,Topic91,0.435510132104955
199,15779,51.7219,-1.1389865,0.0,1.0,unknown,Topic81,0.4976878030351856
200,15886,-18.99875,31.684185,0.0,0.0,0.0,Topic97,0.010636497532022803
201,16085,-12.834827,-31.46534,1.0,0.0,0.5,Topic6,0.16470029369589181
202,16095,-12.985606,-25.655367,1.0,1.0,1.0,Topic109,0.0837091513271204
203,16102,7.673293,-46.88757,0.0,0.0,0.0,Topic77,0.2249133117684283
204,16304,-12.921829,-20.995274,0.0,0.0,0.0,Topic44,0.17502522881476396
205,16405,-55.354176,13.272825,1.0,0.0,0.5,Topic15,0.039674974924440914
206,16428,-51.10265,1.3335581,1.0,unknown,unknown,Topic71,0.016606266997825598
207,16471,41.70711,4.9547725,0.0,0.0,0.0,Topic80,0.22123037695021158
208,16547,-35.458527,-11.725147,unknown,0.0,unknown,Topic54,0.0192462101050764
209,16554,36.136555,16.184559,1.0,1.0,1.0,Topic44,0.3711242937725276
210,16576,-30.43277,-20.423767,0.0,0.0,unknown,Topic59,0.020937390391129063
211,16618,1.9545797,-54.08128,1.0,1.0,1.0,Topic16,0.010829174946579772
212,16693,-28.684517,35.90247,0.0,0.0,unknown,Topic29,0.01800730018637259
213,16733,-28.674118,-36.321102,0.0,1.0,0.0,Topic55,0.01036976815895901
214,16753,32.96919,20.174974,1.0,0.0,unknown,Topic91,0.5677162060078612
215,16811,11.764859,-15.094844,1.0,1.0,0.5,Topic33,0.1547589709956055
216,16827,-4.2200646,17.201096,0.0,0.0,0.0,Topic9,0.0829951431263882
217,16856,24.362396,33.509083,1.0,0.0,1.0,Topic103,0.24492321431864789
218,16907,-5.021072,31.819328,0.0,1.0,0.5,Topic25,0.24840590874659532
219,16982,-27.14202,10.7766075,0.0,0.0,unknown,Topic69,0.0570206774876293
220,17007,-15.356757,13.016135,0.0,0.0,0.0,Topic92,0.014306402599944801
221,17140,-14.586772,14.043098,0.0,1.0,0.5,Topic92,0.023179545389964147
222,17145,-6.1052637,42.03703,0.0,0.0,0.0,Topic68,0.037611466875179266
223,17146,-2.0678687,15.187136,unknown,0.0,unknown,Topic88,0.1367413369990951
224,17363,-36.60105,-25.191933,unknown,0.0,unknown,Topic117,0.008120227551161065
225,17382,-20.476177,7.761428,1.0,0.0,0.0,Topic112,0.0814719607893628
226,17401,7.7072763,21.93325,1.0,0.0,1.0,Topic42,0.25111612909925896
227,17423,39.80831,-23.622301,unknown,0.0,unknown,Topic83,0.2749179616163132
228,17463,-11.120366,14.8810625,1.0,1.0,1.0,Topic92,0.10886648076874982
229,17465,-25.829363,-4.4429717,0.0,0.0,0.0,Topic90,0.06655185525065689
230,17483,-19.105679,-24.958557,1.0,0.0,0.5,Topic6,0.0188729373152377
231,17546,-36.707256,10.033539,unknown,0.0,unknown,Topic67,0.00991668531937333
232,17611,2.3267238,-42.546886,0.0,0.0,0.0,Topic63,0.08275834342931601
233,17743,26.833374,15.264769,0.0,0.0,0.0,Topic37,0.32347085571442635
234,17767,14.944981,50.42631,1.0,1.0,unknown,Topic49,0.1133035854877039
235,17786,21.234573,-39.764427,1.0,1.0,1.0,Topic23,0.22733729221790341
236,17824,46.216946,-0.01268127,1.0,0.0,0.5,Topic37,0.2799548072037895
237,17865,-22.87068,-33.794254,0.0,0.0,0.0,Topic6,0.0565745869713412
238,17874,-34.608337,2.1975343,0.0,1.0,0.5,Topic76,0.0665541978317652
239,17920,25.600105,23.793495,0.0,0.0,0.0,Topic119,0.5844422289451313
240,18041,-6.7150283,35.607857,1.0,0.0,0.0,Topic68,0.0414348055756216
241,18091,-4.635928,-53.105835,0.0,0.0,0.0,Topic16,0.13589098840167438
242,18423,17.638813,-40.07685,0.0,0.0,unknown,Topic27,0.0185406186769274
243,18433,-17.457,24.152966,unknown,1.0,unknown,Topic111,0.008528347912291031
244,18457,22.870985,-12.643829,0.0,0.0,0.0,Topic40,0.22167929294585031
245,18576,1.4909225,12.088077,1.0,1.0,1.0,Topic88,0.3226730468174949
246,18602,-2.9855895,-3.0037653,0.0,1.0,0.0,Topic21,0.47240316095749835
247,18605,-15.042373,-21.558222,1.0,0.0,0.5,Topic117,0.3595437363110493
248,18681,-35.08523,-34.541615,0.0,1.0,0.0,Topic28,0.0132135480757108
249,18722,-32.933815,3.0830772,0.0,unknown,unknown,Topic111,0.09025005431184091
250,18762,-36.46902,37.054295,unknown,unknown,unknown,Topic7,0.018911631408428803
251,18782,38.52686,11.723457,0.0,1.0,0.0,Topic50,0.5753718530024617
252,19066,41.45768,-30.16393,0.0,0.0,0.0,Topic34,0.0722728827727934
253,19090,-25.153654,41.23189,0.0,0.0,0.0,Topic66,0.050346139082875704
254,19123,-28.290155,-16.657133,unknown,0.0,unknown,Topic46,0.015844422957079825
255,19130,21.038067,8.818691,0.0,0.0,0.0,Topic37,0.39501764870509104
256,19146,-19.904505,-21.361273,0.0,0.0,0.0,Topic6,0.04579300083067561
257,19157,-4.096822,36.520557,0.0,0.0,0.0,Topic68,0.1169606680960909
258,19162,23.773159,21.526196,0.0,0.0,0.0,Topic119,0.44594361618566
259,19175,45.66179,8.039271,unknown,0.0,unknown,Topic80,0.4977944592038873
260,19222,-37.733845,25.317032,0.0,0.0,0.0,Topic93,0.0065791548770913946
261,19271,13.350139,22.973186,1.0,1.0,1.0,Topic20,0.3162939098379593
262,19325,-24.990181,-29.334173,0.0,0.0,0.0,Topic6,0.009171740077770087
263,19390,32.14942,16.105568,0.0,1.0,1.0,Topic106,0.3724040142549444
264,19441,8.252949,-48.315613,0.0,0.0,0.0,Topic8,0.0726148285626074
265,19461,-33.734203,-33.1793,unknown,1.0,unknown,Topic55,0.0249825852004016
266,19582,39.64304,-16.153942,0.0,1.0,0.0,Topic83,0.4836114137596341
267,19589,-18.591276,-35.320534,0.0,0.0,0.0,Topic58,0.066965810992276
268,19614,40.99597,-18.336615,0.0,0.0,0.0,Topic83,0.4443646800195794
269,19619,-28.35574,-32.939053,0.0,unknown,unknown,Topic55,0.008771612179807303
270,19628,24.454306,43.66656,0.0,0.0,0.0,Topic10,0.21331096797413723
271,19633,23.90521,-6.612709,0.0,unknown,unknown,Topic12,0.4080255847801372
272,19930,-34.886322,6.355938,unknown,0.0,unknown,Topic67,0.0297683751643423
273,19931,0.5762673,-8.485832,1.0,0.0,0.0,Topic20,0.0924378531141293
274,19945,-7.366839,8.978958,unknown,0.0,unknown,Topic52,0.20860024475620037
275,20095,28.289417,-39.270798,0.0,0.0,0.0,Topic32,0.2262557068917328
276,20172,15.899272,8.8960495,0.0,0.0,0.0,Topic75,0.25452538722314
277,20202,32.895973,29.178701,1.0,0.0,0.0,Topic91,0.6347521384368
278,20458,-33.040756,3.8354478,0.0,0.0,0.0,Topic111,0.003727675141281384
279,20503,31.497627,-16.294722,1.0,1.0,1.0,Topic37,0.2678770256801732
280,20516,17.403494,4.37913,0.0,0.0,0.0,Topic81,0.24788090582687672
281,20522,10.0609255,0.46808454,1.0,unknown,unknown,Topic107,0.2540787759015285
282,20798,35.473087,16.815588,1.0,1.0,0.5,Topic44,0.4157196531685089
283,20811,28.062342,11.093211,1.0,1.0,1.0,Topic37,0.36651990734525114
284,20819,8.261544,-20.948866,0.0,1.0,0.0,Topic39,0.0466377066728389
285,20851,12.2583275,-6.034421,0.0,0.0,0.0,Topic37,0.1926542475832103
286,20876,-45.0091,-20.453878,0.0,0.0,0.0,Topic19,0.007111540056644712
287,21136,9.033171,-17.1201,0.0,0.0,0.0,Topic33,0.0197396128865594
288,21141,-43.409866,34.398613,0.0,0.0,unknown,Topic7,0.010943607672796844
289,21316,41.144638,11.547718,1.0,1.0,1.0,Topic44,0.3681436675760194
290,21324,-47.969948,0.23188221,0.0,0.0,0.0,Topic71,0.03025086922880299
291,21600,-16.153706,45.346073,unknown,0.0,unknown,Topic23,0.02118489832299758
292,21613,30.883669,1.0537955,1.0,0.0,0.0,Topic12,0.5250609047543576
293,21787,-19.55839,-26.930218,0.0,0.0,unknown,Topic25,0.17347659368078996
294,21816,-5.057628,37.78508,0.0,1.0,unknown,Topic27,0.05231617422955824
295,21861,5.5823197,37.395824,1.0,1.0,1.0,Topic72,0.2026865020997747
296,21925,36.736187,-13.901104,1.0,0.0,0.5,Topic83,0.6190588087821849
297,22052,-20.568712,-30.521473,unknown,1.0,unknown,Topic6,0.0293389447575888
298,22069,-6.7800274,43.671574,1.0,1.0,1.0,Topic68,0.030196902422811298
299,22081,19.461128,5.320796,1.0,0.0,0.0,Topic37,0.26628843863141344
300,22100,-11.657697,29.13413,1.0,1.0,1.0,Topic97,0.0466750395433605
301,22236,-5.3157463,24.626371,0.0,0.0,0.0,Topic9,0.16844622686452
302,22276,33.918953,8.58803,1.0,0.0,0.5,Topic102,0.20427074181048893
303,22418,43.9417,20.851997,0.0,0.0,0.0,Topic44,0.2781949988289893
304,22462,-30.10836,-11.988264,0.0,0.0,0.0,Topic111,0.040243204636835214
305,22529,49.21248,5.920025,0.0,1.0,0.5,Topic80,0.5794150572399108
306,22628,-11.133868,17.95061,1.0,0.0,0.0,Topic92,0.02352541943951276
307,22891,8.678752,-15.738844,0.0,0.0,0.0,Topic85,0.0762884924645734
308,22892,13.28058,14.848001,0.0,1.0,0.5,Topic50,0.2406787811470652
309,22945,-6.4812384,56.953945,0.0,0.0,0.0,Topic3,0.03250029202170883
310,22973,-21.955156,-25.283037,0.0,0.0,0.0,Topic58,0.0251442664208511
311,23023,-36.09492,-36.583668,0.0,0.0,0.0,Topic28,0.16218544081423558
312,23176,-0.22065406,-43.86136,0.0,0.0,0.0,Topic63,0.0296116611137553
313,23196,32.967625,6.941236,0.0,0.0,0.0,Topic102,0.28208715579173965
314,23209,-47.177525,-0.5725553,1.0,unknown,unknown,Topic71,0.0646316430945634
315,23215,18.686018,-27.352325,0.0,1.0,0.5,Topic106,0.14333534938493112
316,23220,-16.246956,-24.695704,0.0,unknown,unknown,Topic6,0.0758272916612029
317,23229,-16.18069,36.75936,0.0,1.0,0.5,Topic26,0.0999844648289039
318,23449,7.861662,-0.56834644,1.0,0.0,1.0,Topic107,0.09068966256727391
319,23518,2.9103882,-53.886745,0.0,0.0,0.0,Topic8,0.0955488790438096
320,23527,-24.342873,33.24794,unknown,unknown,unknown,Topic51,0.029419098760346
321,23569,23.429884,3.1692626,0.0,1.0,0.5,Topic37,0.1407244028794045
322,23623,-20.886663,5.6819434,0.0,0.0,0.0,Topic112,0.0901463864775601
323,23733,-14.661502,-33.77482,0.0,0.0,unknown,Topic6,0.1581719223556834
324,23744,15.983843,14.857874,1.0,1.0,1.0,Topic50,0.3835919476077739
325,23819,20.089712,0.76616603,0.0,0.0,0.0,Topic86,0.18867318504396255
326,23858,24.735628,35.986897,0.0,0.0,0.0,Topic81,0.37844118762288004
327,24028,-15.841345,28.718187,0.0,0.0,0.0,Topic97,0.01747785396561167
328,24127,-41.169273,30.499434,unknown,0.0,unknown,Topic36,0.018054164754259
329,24192,26.984755,-3.4526584,0.0,0.0,0.0,Topic12,0.5252847723203695
